chr19	48595458
chr19	48595458
chr19	41751506
chr19	41751506
chr19	10723987
chr19	10723781
chr19	17074200
chr19	41420766
chr19	58825930
chr19	58825930
chr19	23256425
chr19	23256425
chr19	21175188
chr19	20030553
chr19	23617073
chr19	43252288
chr19	28762601
chr19	56335835
chr19	13578335
chr19	13578453
chr19	54028783
chr19	12020755
chr19	12853341
chr19	12853341
chr19	9850252
chr19	50858233
chr19	12280675
chr19	12280675
chr19	8970977
chr19	8970977
*	0
*	0
chr19	57365785
chr19	11744798
chr19	12513930
chr19	12513930
chr19	5520101
chr19	5520101
chr19	28754437
chr19	28754437
chr19	41422303
chr19	41422303
chr19	16280674
chr19	11355225
chr19	57844924
chr19	57844924
chr19	10386486
chr19	10386486
chr19	54842407
chr19	54842407
chr19	11767154
chr19	11767260
chr19	3705772
chr19	3705772
chr19	6088376
chr19	2500692
chr19	58444940
chr19	58444940
*	0
*	0
chr19	6433264
chr19	6433264
chr19	39229886
chr19	39229886
chr19	11355139
chr19	11355055
chr19	13326561
chr19	29978238
chr19	9858783
chr19	29029700
chr19	14337744
chr19	14338103
chr19	13463696
chr19	13463696
chr19	14035145
chr19	14035145
chr19	587569
chr19	587569
chr19	58275212
chr19	58275212
chr19	331220
chr19	331220
chr19	53646926
chr19	35106900
chr19	13844332
chr19	13844332
chr19	21329006
chr19	21329006
chr19	29674576
chr19	29674576
chr19	50949563
chr19	10344999
chr19	10939021
chr19	10939021
chr19	6565970
chr19	9858843
chr19	22476464
chr19	22476464
chr19	12116269
chr19	32144790
chr19	7961375
chr19	7961375
chr19	20032438
chr19	35353452
chr19	45924794
chr19	45924794
chr19	6934461
chr19	6934461
chr19	16386135
chr19	16386135
chr19	12073064
chr19	12072807
chr19	30890278
chr19	30890278
chr19	29667941
chr19	40435834
chr19	35000698
chr19	11744760
chr19	22561888
chr19	29175860
chr19	12423799
chr19	12424033
chr19	13683550
chr19	13683550
chr19	8255170
chr19	8255170
chr19	56541228
chr19	11672201
chr19	20742847
chr19	20742847
chr19	11018779
chr19	11018979
chr19	10898699
chr19	10898699
chr19	49330491
chr19	49330491
chr19	40125393
chr19	40125393
chr19	56288254
chr19	55458502
chr19	11107919
chr19	11107919
chr19	56335833
chr19	17073953
chr19	23616164
chr19	30678735
chr19	12277315
chr19	12277278
chr19	7474876
chr19	10486761
chr19	30502826
chr19	30502826
chr19	50907642
chr19	50907642
chr19	10704278
chr19	10704174
chr19	10469053
chr19	10469132
chr19	12118477
chr19	54274053
chr19	12116900
chr19	22339508
chr19	11247787
chr19	32123289
*	0
*	0
chr19	12605524
chr19	12605628
chr19	12651490
chr19	12651490
chr19	40209076
chr19	56335431
chr19	44019775
chr19	44019775
chr19	33374462
chr19	33374462
chr19	6816130
chr19	17536905
chr19	11143185
chr19	11143185
chr19	7407895
chr19	7407895
chr19	12490878
chr19	12490953
chr19	13406116
chr19	13406144
chr19	52809658
chr19	21526674
chr19	13350788
chr19	13350639
chr19	12585973
chr19	12585973
chr19	8019766
chr19	8019766
chr19	37540960
chr19	12021294
chr19	13023476
chr19	13023171
chr19	49027137
chr19	49027137
chr19	34377107
chr19	34377107
chr19	33256080
chr19	30407165
chr19	24419229
chr19	43182769
chr19	57623746
chr19	57623746
chr19	13072862
chr19	13072862
chr19	35438979
chr19	6933529
chr19	35000131
chr19	35000131
chr19	52805946
chr19	52805946
chr19	2067135
chr19	2067135
chr19	13887794
chr19	13887794
chr19	29216667
chr19	29216667
chr19	29170110
chr19	43746776
chr19	58296879
chr19	58296879
chr19	30924487
chr19	30924487
chr19	12486000
chr19	14101360
chr19	2002707
chr19	2002707
chr19	54751795
chr19	54751795
chr19	10083030
chr19	10082667
chr19	13820574
chr19	13820574
chr19	12605305
chr19	12605305
chr19	1189829
chr19	1189829
chr19	11016131
chr19	11016268
chr19	11028419
chr19	11028030
chr19	9927289
chr19	9927289
chr19	19781696
chr19	19781696
chr19	12026392
chr19	12026392
chr19	9510672
chr19	28762833
chr19	3929652
chr19	3929652
chr19	44398636
chr19	44398636
chr19	10059524
chr19	10059557
chr19	18454704
chr19	18454704
chr19	12631556
chr19	12631556
chr19	12115926
chr19	12115926
chr19	13749739
chr19	13749839
chr19	12936595
chr19	12936629
